Protein_ID	gene
evm.model.Ap5.486	evm.TU.Ap5.486
evm.model.Ap5.485	evm.TU.Ap5.485
evm.model.Ap5.484	evm.TU.Ap5.484
evm.model.Ap5.489	evm.TU.Ap5.489
evm.model.Ap5.488	evm.TU.Ap5.488
evm.model.Ap5.2929	evm.TU.Ap5.2929
evm.model.Ap5.2925	evm.TU.Ap5.2925
evm.model.Ap5.2924	evm.TU.Ap5.2924
evm.model.Ap5.2927	evm.TU.Ap5.2927
evm.model.Ap5.2926	evm.TU.Ap5.2926
evm.model.Ap5.2921.1.5f15e7a1	evm.TU.Ap5.2921.1.5f15e7a1
evm.model.Ap5.2921	evm.TU.Ap5.2921
evm.model.Ap5.2920	evm.TU.Ap5.2920
evm.model.Ap5.2923	evm.TU.Ap5.2923
evm.model.Ap5.2922	evm.TU.Ap5.2922
evm.model.Ap5.1692	evm.TU.Ap5.1692
evm.model.Ap5.1693	evm.TU.Ap5.1693
evm.model.Ap5.1690	evm.TU.Ap5.1690
evm.model.Ap5.1691	evm.TU.Ap5.1691
evm.model.Ap5.1696	evm.TU.Ap5.1696
evm.model.Ap5.1697	evm.TU.Ap5.1697
evm.model.Ap5.1694	evm.TU.Ap5.1694
evm.model.Ap5.1695	evm.TU.Ap5.1695
evm.model.Ap5.86	evm.TU.Ap5.86
evm.model.Ap5.87	evm.TU.Ap5.87
evm.model.Ap5.84	evm.TU.Ap5.84
evm.model.Ap5.85	evm.TU.Ap5.85
evm.model.Ap5.82	evm.TU.Ap5.82
evm.model.Ap5.83	evm.TU.Ap5.83
evm.model.Ap5.81.1.5f15e24b	evm.TU.Ap5.81.1.5f15e24b
evm.model.Ap5.81	evm.TU.Ap5.81
evm.model.Ap5.528	evm.TU.Ap5.528
evm.model.Ap5.520	evm.TU.Ap5.520
evm.model.Ap5.521	evm.TU.Ap5.521
evm.model.Ap5.522	evm.TU.Ap5.522
evm.model.Ap5.523	evm.TU.Ap5.523
evm.model.Ap5.524	evm.TU.Ap5.524
evm.model.Ap5.525	evm.TU.Ap5.525
evm.model.Ap5.526	evm.TU.Ap5.526
evm.model.Ap5.527	evm.TU.Ap5.527
evm.model.Ap5.1865	evm.TU.Ap5.1865
evm.model.Ap5.1864	evm.TU.Ap5.1864
evm.model.Ap5.1861	evm.TU.Ap5.1861
evm.model.Ap5.1860	evm.TU.Ap5.1860
evm.model.Ap5.1863	evm.TU.Ap5.1863
evm.model.Ap5.1862	evm.TU.Ap5.1862
evm.model.Ap5.979	evm.TU.Ap5.979
evm.model.Ap5.978	evm.TU.Ap5.978
evm.model.Ap5.2068	evm.TU.Ap5.2068
evm.model.Ap5.2069	evm.TU.Ap5.2069
evm.model.Ap5.977	evm.TU.Ap5.977
evm.model.Ap5.976	evm.TU.Ap5.976
evm.model.Ap5.1083	evm.TU.Ap5.1083
evm.model.Ap5.1082	evm.TU.Ap5.1082
evm.model.Ap5.1081	evm.TU.Ap5.1081
evm.model.Ap5.1080	evm.TU.Ap5.1080
evm.model.Ap5.1087	evm.TU.Ap5.1087
evm.model.Ap5.1085	evm.TU.Ap5.1085
evm.model.Ap5.1084	evm.TU.Ap5.1084
evm.model.Ap5.1089	evm.TU.Ap5.1089
evm.model.Ap5.2688	evm.TU.Ap5.2688
evm.model.Ap5.2689	evm.TU.Ap5.2689
evm.model.Ap5.2680	evm.TU.Ap5.2680
evm.model.Ap5.2681	evm.TU.Ap5.2681
evm.model.Ap5.2682	evm.TU.Ap5.2682
evm.model.Ap5.2683	evm.TU.Ap5.2683
evm.model.Ap5.2684	evm.TU.Ap5.2684
evm.model.Ap5.2685	evm.TU.Ap5.2685
evm.model.Ap5.2686	evm.TU.Ap5.2686
evm.model.Ap5.2687	evm.TU.Ap5.2687
evm.model.Ap5.2809	evm.TU.Ap5.2809
evm.model.Ap5.2807	evm.TU.Ap5.2807
evm.model.Ap5.2780	evm.TU.Ap5.2780
evm.model.Ap5.2786	evm.TU.Ap5.2786
evm.model.Ap5.1788	evm.TU.Ap5.1788
evm.model.Ap5.1789	evm.TU.Ap5.1789
evm.model.Ap5.1783	evm.TU.Ap5.1783
evm.model.Ap5.1287	evm.TU.Ap5.1287
evm.model.Ap5.1245.1.5f15e4e2	evm.TU.Ap5.1245.1.5f15e4e2
evm.model.Ap5.1245	evm.TU.Ap5.1245
evm.model.Ap5.1247	evm.TU.Ap5.1247
evm.model.Ap5.1246	evm.TU.Ap5.1246
evm.model.Ap5.1241	evm.TU.Ap5.1241
evm.model.Ap5.1240	evm.TU.Ap5.1240
evm.model.Ap5.1243	evm.TU.Ap5.1243
evm.model.Ap5.1249	evm.TU.Ap5.1249
evm.model.Ap5.317	evm.TU.Ap5.317
evm.model.Ap5.316	evm.TU.Ap5.316
evm.model.Ap5.315	evm.TU.Ap5.315
evm.model.Ap5.314	evm.TU.Ap5.314
evm.model.Ap5.313	evm.TU.Ap5.313
evm.model.Ap5.312	evm.TU.Ap5.312
evm.model.Ap5.310	evm.TU.Ap5.310
evm.model.Ap5.319	evm.TU.Ap5.319
evm.model.Ap5.318	evm.TU.Ap5.318
evm.model.Ap5.2187	evm.TU.Ap5.2187
evm.model.Ap5.2186	evm.TU.Ap5.2186
evm.model.Ap5.2183	evm.TU.Ap5.2183
evm.model.Ap5.2182	evm.TU.Ap5.2182
evm.model.Ap5.2181	evm.TU.Ap5.2181
evm.model.Ap5.2180	evm.TU.Ap5.2180
evm.model.Ap5.1771	evm.TU.Ap5.1771
evm.model.Ap5.2239	evm.TU.Ap5.2239
evm.model.Ap5.2238	evm.TU.Ap5.2238
evm.model.Ap5.2238.1.5f15e66b	evm.TU.Ap5.2238.1.5f15e66b
evm.model.Ap5.1768	evm.TU.Ap5.1768
evm.model.Ap5.1769	evm.TU.Ap5.1769
evm.model.Ap5.1766	evm.TU.Ap5.1766
evm.model.Ap5.1767	evm.TU.Ap5.1767
evm.model.Ap5.1764	evm.TU.Ap5.1764
evm.model.Ap5.1765	evm.TU.Ap5.1765
evm.model.Ap5.1762	evm.TU.Ap5.1762
evm.model.Ap5.1763	evm.TU.Ap5.1763
evm.model.Ap5.1760	evm.TU.Ap5.1760
evm.model.Ap5.1761	evm.TU.Ap5.1761
evm.model.Ap5.2439	evm.TU.Ap5.2439
evm.model.Ap5.2438	evm.TU.Ap5.2438
evm.model.Ap5.2437	evm.TU.Ap5.2437
evm.model.Ap5.2436	evm.TU.Ap5.2436
evm.model.Ap5.2435	evm.TU.Ap5.2435
evm.model.Ap5.2434	evm.TU.Ap5.2434
evm.model.Ap5.2433	evm.TU.Ap5.2433
evm.model.Ap5.2432	evm.TU.Ap5.2432
evm.model.Ap5.2431	evm.TU.Ap5.2431
evm.model.Ap5.2430	evm.TU.Ap5.2430
evm.model.Ap5.1160	evm.TU.Ap5.1160
evm.model.Ap5.1162	evm.TU.Ap5.1162
evm.model.Ap5.1163	evm.TU.Ap5.1163
evm.model.Ap5.1164	evm.TU.Ap5.1164
evm.model.Ap5.1165	evm.TU.Ap5.1165
evm.model.Ap5.1166	evm.TU.Ap5.1166
evm.model.Ap5.1167	evm.TU.Ap5.1167
evm.model.Ap5.1168	evm.TU.Ap5.1168
evm.model.Ap5.1169	evm.TU.Ap5.1169
evm.model.Ap5.1951	evm.TU.Ap5.1951
evm.model.Ap5.1950	evm.TU.Ap5.1950
evm.model.Ap5.1953	evm.TU.Ap5.1953
evm.model.Ap5.1952	evm.TU.Ap5.1952
evm.model.Ap5.1955	evm.TU.Ap5.1955
evm.model.Ap5.1954	evm.TU.Ap5.1954
evm.model.Ap5.1957	evm.TU.Ap5.1957
evm.model.Ap5.1956	evm.TU.Ap5.1956
evm.model.Ap5.1959	evm.TU.Ap5.1959
evm.model.Ap5.1958	evm.TU.Ap5.1958
evm.model.Ap5.2378	evm.TU.Ap5.2378
evm.model.Ap5.2379	evm.TU.Ap5.2379
evm.model.Ap5.2370	evm.TU.Ap5.2370
evm.model.Ap5.2371	evm.TU.Ap5.2371
evm.model.Ap5.2372	evm.TU.Ap5.2372
evm.model.Ap5.2373	evm.TU.Ap5.2373
evm.model.Ap5.2374	evm.TU.Ap5.2374
evm.model.Ap5.2375	evm.TU.Ap5.2375
evm.model.Ap5.2376	evm.TU.Ap5.2376
evm.model.Ap5.2377	evm.TU.Ap5.2377
evm.model.Ap5.2305	evm.TU.Ap5.2305
evm.model.Ap5.1312	evm.TU.Ap5.1312
evm.model.Ap5.1311	evm.TU.Ap5.1311
evm.model.Ap5.1317	evm.TU.Ap5.1317
evm.model.Ap5.1315	evm.TU.Ap5.1315
evm.model.Ap5.1314	evm.TU.Ap5.1314
evm.model.Ap5.2006	evm.TU.Ap5.2006
evm.model.Ap5.2004	evm.TU.Ap5.2004
evm.model.Ap5.2005	evm.TU.Ap5.2005
evm.model.Ap5.2002	evm.TU.Ap5.2002
evm.model.Ap5.2600	evm.TU.Ap5.2600
evm.model.Ap5.2601	evm.TU.Ap5.2601
evm.model.Ap5.2602	evm.TU.Ap5.2602
evm.model.Ap5.2603	evm.TU.Ap5.2603
evm.model.Ap5.2604	evm.TU.Ap5.2604
evm.model.Ap5.2607	evm.TU.Ap5.2607
evm.model.Ap5.2608	evm.TU.Ap5.2608
evm.model.Ap5.2609	evm.TU.Ap5.2609
evm.model.Ap5.1559	evm.TU.Ap5.1559
evm.model.Ap5.1558	evm.TU.Ap5.1558
evm.model.Ap5.2302	evm.TU.Ap5.2302
evm.model.Ap5.866	evm.TU.Ap5.866
evm.model.Ap5.2020	evm.TU.Ap5.2020
evm.model.Ap5.2021	evm.TU.Ap5.2021
evm.model.Ap5.2022	evm.TU.Ap5.2022
evm.model.Ap5.2028	evm.TU.Ap5.2028
evm.model.Ap5.2029	evm.TU.Ap5.2029
evm.model.Ap5.2562	evm.TU.Ap5.2562
evm.model.Ap5.1381	evm.TU.Ap5.1381
evm.model.Ap5.395	evm.TU.Ap5.395
evm.model.Ap5.393	evm.TU.Ap5.393
evm.model.Ap5.392	evm.TU.Ap5.392
evm.model.Ap5.392.1.5f15e30e	evm.TU.Ap5.392.1.5f15e30e
evm.model.Ap5.391	evm.TU.Ap5.391
evm.model.Ap5.390	evm.TU.Ap5.390
evm.model.Ap5.1591	evm.TU.Ap5.1591
evm.model.Ap5.1597	evm.TU.Ap5.1597
evm.model.Ap5.1596	evm.TU.Ap5.1596
evm.model.Ap5.2109	evm.TU.Ap5.2109
evm.model.Ap5.2108	evm.TU.Ap5.2108
evm.model.Ap5.1450	evm.TU.Ap5.1450
evm.model.Ap5.1451	evm.TU.Ap5.1451
evm.model.Ap5.1452	evm.TU.Ap5.1452
evm.model.Ap5.1453	evm.TU.Ap5.1453
evm.model.Ap5.1454	evm.TU.Ap5.1454
evm.model.Ap5.1456	evm.TU.Ap5.1456
evm.model.Ap5.1457	evm.TU.Ap5.1457
evm.model.Ap5.1458	evm.TU.Ap5.1458
evm.model.Ap5.1459	evm.TU.Ap5.1459
evm.model.Ap5.1044	evm.TU.Ap5.1044
evm.model.Ap5.1049	evm.TU.Ap5.1049
evm.model.Ap5.1048	evm.TU.Ap5.1048
evm.model.Ap5.2819	evm.TU.Ap5.2819
evm.model.Ap5.2818	evm.TU.Ap5.2818
evm.model.Ap5.2168	evm.TU.Ap5.2168
evm.model.Ap5.1045	evm.TU.Ap5.1045
evm.model.Ap5.2166	evm.TU.Ap5.2166
evm.model.Ap5.159	evm.TU.Ap5.159
evm.model.Ap5.158	evm.TU.Ap5.158
evm.model.Ap5.155	evm.TU.Ap5.155
evm.model.Ap5.154	evm.TU.Ap5.154
evm.model.Ap5.157	evm.TU.Ap5.157
evm.model.Ap5.156	evm.TU.Ap5.156
evm.model.Ap5.151	evm.TU.Ap5.151
evm.model.Ap5.150	evm.TU.Ap5.150
evm.model.Ap5.153	evm.TU.Ap5.153
evm.model.Ap5.152	evm.TU.Ap5.152
evm.model.Ap5.849	evm.TU.Ap5.849
evm.model.Ap5.848	evm.TU.Ap5.848
evm.model.Ap5.843	evm.TU.Ap5.843
evm.model.Ap5.842	evm.TU.Ap5.842
evm.model.Ap5.841	evm.TU.Ap5.841
evm.model.Ap5.840	evm.TU.Ap5.840
evm.model.Ap5.847	evm.TU.Ap5.847
evm.model.Ap5.846	evm.TU.Ap5.846
evm.model.Ap5.845	evm.TU.Ap5.845
evm.model.Ap5.844	evm.TU.Ap5.844
evm.model.Ap5.2503	evm.TU.Ap5.2503
evm.model.Ap5.2502	evm.TU.Ap5.2502
evm.model.Ap5.2501	evm.TU.Ap5.2501
evm.model.Ap5.2500	evm.TU.Ap5.2500
evm.model.Ap5.2507	evm.TU.Ap5.2507
evm.model.Ap5.2506	evm.TU.Ap5.2506
evm.model.Ap5.2505	evm.TU.Ap5.2505
evm.model.Ap5.2504	evm.TU.Ap5.2504
evm.model.Ap5.454	evm.TU.Ap5.454
evm.model.Ap5.455	evm.TU.Ap5.455
evm.model.Ap5.456	evm.TU.Ap5.456
evm.model.Ap5.457	evm.TU.Ap5.457
evm.model.Ap5.450	evm.TU.Ap5.450
evm.model.Ap5.451	evm.TU.Ap5.451
evm.model.Ap5.452	evm.TU.Ap5.452
evm.model.Ap5.453	evm.TU.Ap5.453
evm.model.Ap5.458	evm.TU.Ap5.458
evm.model.Ap5.459	evm.TU.Ap5.459
evm.model.Ap5.1641	evm.TU.Ap5.1641
evm.model.Ap5.1643	evm.TU.Ap5.1643
evm.model.Ap5.1642	evm.TU.Ap5.1642
evm.model.Ap5.1645	evm.TU.Ap5.1645
evm.model.Ap5.1644	evm.TU.Ap5.1644
evm.model.Ap5.292	evm.TU.Ap5.292
evm.model.Ap5.293	evm.TU.Ap5.293
evm.model.Ap5.290	evm.TU.Ap5.290
evm.model.Ap5.291	evm.TU.Ap5.291
evm.model.Ap5.296	evm.TU.Ap5.296
evm.model.Ap5.297	evm.TU.Ap5.297
evm.model.Ap5.294	evm.TU.Ap5.294
evm.model.Ap5.295	evm.TU.Ap5.295
evm.model.Ap5.298	evm.TU.Ap5.298
evm.model.Ap5.299	evm.TU.Ap5.299
evm.model.Ap5.2088	evm.TU.Ap5.2088
evm.model.Ap5.2086	evm.TU.Ap5.2086
evm.model.Ap5.2087	evm.TU.Ap5.2087
evm.model.Ap5.1339	evm.TU.Ap5.1339
evm.model.Ap5.1338	evm.TU.Ap5.1338
evm.model.Ap5.1331	evm.TU.Ap5.1331
evm.model.Ap5.1330	evm.TU.Ap5.1330
evm.model.Ap5.1333	evm.TU.Ap5.1333
evm.model.Ap5.1332	evm.TU.Ap5.1332
evm.model.Ap5.1335	evm.TU.Ap5.1335
evm.model.Ap5.1334	evm.TU.Ap5.1334
evm.model.Ap5.1337	evm.TU.Ap5.1337
evm.model.Ap5.1336	evm.TU.Ap5.1336
evm.model.Ap5.2928	evm.TU.Ap5.2928
evm.model.Ap5.2248	evm.TU.Ap5.2248
evm.model.Ap5.2249	evm.TU.Ap5.2249
evm.model.Ap5.1698	evm.TU.Ap5.1698
evm.model.Ap5.1699	evm.TU.Ap5.1699
evm.model.Ap5.48	evm.TU.Ap5.48
evm.model.Ap5.2521	evm.TU.Ap5.2521
evm.model.Ap5.2523	evm.TU.Ap5.2523
evm.model.Ap5.2522	evm.TU.Ap5.2522
evm.model.Ap5.2525	evm.TU.Ap5.2525
evm.model.Ap5.2524	evm.TU.Ap5.2524
evm.model.Ap5.2527	evm.TU.Ap5.2527
evm.model.Ap5.2529	evm.TU.Ap5.2529
evm.model.Ap5.2528	evm.TU.Ap5.2528
evm.model.Ap5.668	evm.TU.Ap5.668
evm.model.Ap5.649	evm.TU.Ap5.649
evm.model.Ap5.648	evm.TU.Ap5.648
evm.model.Ap5.645	evm.TU.Ap5.645
evm.model.Ap5.644	evm.TU.Ap5.644
evm.model.Ap5.646	evm.TU.Ap5.646
evm.model.Ap5.641	evm.TU.Ap5.641
evm.model.Ap5.640.1.5f15e392	evm.TU.Ap5.640.1.5f15e392
evm.model.Ap5.640	evm.TU.Ap5.640
evm.model.Ap5.643	evm.TU.Ap5.643
evm.model.Ap5.642	evm.TU.Ap5.642
evm.model.Ap5.1627	evm.TU.Ap5.1627
evm.model.Ap5.1928	evm.TU.Ap5.1928
evm.model.Ap5.1625	evm.TU.Ap5.1625
evm.model.Ap5.1929	evm.TU.Ap5.1929
evm.model.Ap5.1624	evm.TU.Ap5.1624
evm.model.Ap5.1621	evm.TU.Ap5.1621
evm.model.Ap5.1620	evm.TU.Ap5.1620
evm.model.Ap5.2723	evm.TU.Ap5.2723
evm.model.Ap5.2722	evm.TU.Ap5.2722
evm.model.Ap5.2721	evm.TU.Ap5.2721
evm.model.Ap5.2720	evm.TU.Ap5.2720
evm.model.Ap5.2727	evm.TU.Ap5.2727
evm.model.Ap5.2726	evm.TU.Ap5.2726
evm.model.Ap5.2725	evm.TU.Ap5.2725
evm.model.Ap5.2724	evm.TU.Ap5.2724
evm.model.Ap5.2729	evm.TU.Ap5.2729
evm.model.Ap5.2728	evm.TU.Ap5.2728
evm.model.Ap5.2899	evm.TU.Ap5.2899
evm.model.Ap5.2898	evm.TU.Ap5.2898
evm.model.Ap5.2891	evm.TU.Ap5.2891
evm.model.Ap5.2890	evm.TU.Ap5.2890
evm.model.Ap5.2893	evm.TU.Ap5.2893
evm.model.Ap5.2892	evm.TU.Ap5.2892
evm.model.Ap5.2895	evm.TU.Ap5.2895
evm.model.Ap5.2894	evm.TU.Ap5.2894
evm.model.Ap5.2897	evm.TU.Ap5.2897
evm.model.Ap5.2896	evm.TU.Ap5.2896
evm.model.Ap5.2360	evm.TU.Ap5.2360
evm.model.Ap5.2914	evm.TU.Ap5.2914
evm.model.Ap5.2915	evm.TU.Ap5.2915
evm.model.Ap5.2916	evm.TU.Ap5.2916
evm.model.Ap5.2917	evm.TU.Ap5.2917
evm.model.Ap5.2910	evm.TU.Ap5.2910
evm.model.Ap5.2911	evm.TU.Ap5.2911
evm.model.Ap5.2912	evm.TU.Ap5.2912
evm.model.Ap5.2913	evm.TU.Ap5.2913
evm.model.Ap5.2918	evm.TU.Ap5.2918
evm.model.Ap5.2919	evm.TU.Ap5.2919
evm.model.Ap5.218	evm.TU.Ap5.218
evm.model.Ap5.219	evm.TU.Ap5.219
evm.model.Ap5.212	evm.TU.Ap5.212
evm.model.Ap5.213	evm.TU.Ap5.213
evm.model.Ap5.210	evm.TU.Ap5.210
evm.model.Ap5.211	evm.TU.Ap5.211
evm.model.Ap5.216	evm.TU.Ap5.216
evm.model.Ap5.217	evm.TU.Ap5.217
evm.model.Ap5.214	evm.TU.Ap5.214
evm.model.Ap5.215	evm.TU.Ap5.215
evm.model.Ap5.960	evm.TU.Ap5.960
evm.model.Ap5.962	evm.TU.Ap5.962
evm.model.Ap5.963	evm.TU.Ap5.963
evm.model.Ap5.964	evm.TU.Ap5.964
evm.model.Ap5.965	evm.TU.Ap5.965
evm.model.Ap5.1431	evm.TU.Ap5.1431
evm.model.Ap5.551	evm.TU.Ap5.551
evm.model.Ap5.550	evm.TU.Ap5.550
evm.model.Ap5.553	evm.TU.Ap5.553
evm.model.Ap5.555	evm.TU.Ap5.555
evm.model.Ap5.554	evm.TU.Ap5.554
evm.model.Ap5.557	evm.TU.Ap5.557
evm.model.Ap5.556	evm.TU.Ap5.556
evm.model.Ap5.559	evm.TU.Ap5.559
evm.model.Ap5.558	evm.TU.Ap5.558
evm.model.Ap5.1858	evm.TU.Ap5.1858
evm.model.Ap5.1859	evm.TU.Ap5.1859
evm.model.Ap5.1854	evm.TU.Ap5.1854
evm.model.Ap5.1855	evm.TU.Ap5.1855
evm.model.Ap5.1856	evm.TU.Ap5.1856
evm.model.Ap5.1857	evm.TU.Ap5.1857
evm.model.Ap5.1850	evm.TU.Ap5.1850
evm.model.Ap5.1852	evm.TU.Ap5.1852
evm.model.Ap5.1853	evm.TU.Ap5.1853
evm.model.Ap5.2176	evm.TU.Ap5.2176
evm.model.Ap5.2174	evm.TU.Ap5.2174
evm.model.Ap5.2175	evm.TU.Ap5.2175
evm.model.Ap5.2172	evm.TU.Ap5.2172
evm.model.Ap5.2173	evm.TU.Ap5.2173
evm.model.Ap5.2170	evm.TU.Ap5.2170
evm.model.Ap5.2039	evm.TU.Ap5.2039
evm.model.Ap5.2038	evm.TU.Ap5.2038
evm.model.Ap5.1078	evm.TU.Ap5.1078
evm.model.Ap5.1079	evm.TU.Ap5.1079
evm.model.Ap5.1072	evm.TU.Ap5.1072
evm.model.Ap5.1073	evm.TU.Ap5.1073
evm.model.Ap5.1070	evm.TU.Ap5.1070
evm.model.Ap5.1071	evm.TU.Ap5.1071
evm.model.Ap5.1076	evm.TU.Ap5.1076
evm.model.Ap5.1077	evm.TU.Ap5.1077
evm.model.Ap5.1074	evm.TU.Ap5.1074
evm.model.Ap5.1075	evm.TU.Ap5.1075
evm.model.Ap5.80	evm.TU.Ap5.80
evm.model.Ap5.88	evm.TU.Ap5.88
evm.model.Ap5.89	evm.TU.Ap5.89
evm.model.Ap5.596	evm.TU.Ap5.596
evm.model.Ap5.1734	evm.TU.Ap5.1734
evm.model.Ap5.2810	evm.TU.Ap5.2810
evm.model.Ap5.1732	evm.TU.Ap5.1732
evm.model.Ap5.2813	evm.TU.Ap5.2813
evm.model.Ap5.1278	evm.TU.Ap5.1278
evm.model.Ap5.1279	evm.TU.Ap5.1279
evm.model.Ap5.1274	evm.TU.Ap5.1274
evm.model.Ap5.1275	evm.TU.Ap5.1275
evm.model.Ap5.1276	evm.TU.Ap5.1276
evm.model.Ap5.1277	evm.TU.Ap5.1277
evm.model.Ap5.1270	evm.TU.Ap5.1270
evm.model.Ap5.1271	evm.TU.Ap5.1271
evm.model.Ap5.1272	evm.TU.Ap5.1272
evm.model.Ap5.1273	evm.TU.Ap5.1273
evm.model.Ap5.2820.1.5f15e771	evm.TU.Ap5.2820.1.5f15e771
evm.model.Ap5.2820	evm.TU.Ap5.2820
evm.model.Ap5.2821	evm.TU.Ap5.2821
evm.model.Ap5.2822.2.5f15e773	evm.TU.Ap5.2822.2.5f15e773
evm.model.Ap5.2822	evm.TU.Ap5.2822
evm.model.Ap5.2822.1.5f15e772	evm.TU.Ap5.2822.1.5f15e772
evm.model.Ap5.2823	evm.TU.Ap5.2823
evm.model.Ap5.2824	evm.TU.Ap5.2824
evm.model.Ap5.2827	evm.TU.Ap5.2827
evm.model.Ap5.2208	evm.TU.Ap5.2208
evm.model.Ap5.2209	evm.TU.Ap5.2209
evm.model.Ap5.2273	evm.TU.Ap5.2273
evm.model.Ap5.2272	evm.TU.Ap5.2272
evm.model.Ap5.2275	evm.TU.Ap5.2275
evm.model.Ap5.2274	evm.TU.Ap5.2274
evm.model.Ap5.2277	evm.TU.Ap5.2277
evm.model.Ap5.2276.1.5f15e683	evm.TU.Ap5.2276.1.5f15e683
evm.model.Ap5.2276	evm.TU.Ap5.2276
evm.model.Ap5.720	evm.TU.Ap5.720
evm.model.Ap5.721	evm.TU.Ap5.721
evm.model.Ap5.726	evm.TU.Ap5.726
evm.model.Ap5.724	evm.TU.Ap5.724
evm.model.Ap5.725	evm.TU.Ap5.725
evm.model.Ap5.188	evm.TU.Ap5.188
evm.model.Ap5.189	evm.TU.Ap5.189
evm.model.Ap5.888	evm.TU.Ap5.888
evm.model.Ap5.887	evm.TU.Ap5.887
evm.model.Ap5.886	evm.TU.Ap5.886
evm.model.Ap5.2446	evm.TU.Ap5.2446
evm.model.Ap5.2447	evm.TU.Ap5.2447
evm.model.Ap5.2444	evm.TU.Ap5.2444
evm.model.Ap5.2445	evm.TU.Ap5.2445
evm.model.Ap5.2442	evm.TU.Ap5.2442
evm.model.Ap5.2443	evm.TU.Ap5.2443
evm.model.Ap5.2440	evm.TU.Ap5.2440
evm.model.Ap5.2441.1.5f15e6cb	evm.TU.Ap5.2441.1.5f15e6cb
evm.model.Ap5.2441	evm.TU.Ap5.2441
evm.model.Ap5.2448.1.5f15e6cf	evm.TU.Ap5.2448.1.5f15e6cf
evm.model.Ap5.2448	evm.TU.Ap5.2448
evm.model.Ap5.2449	evm.TU.Ap5.2449
evm.model.Ap5.1867	evm.TU.Ap5.1867
evm.model.Ap5.1866	evm.TU.Ap5.1866
evm.model.Ap5.1960	evm.TU.Ap5.1960
evm.model.Ap5.1961	evm.TU.Ap5.1961
evm.model.Ap5.1964	evm.TU.Ap5.1964
evm.model.Ap5.1965	evm.TU.Ap5.1965
evm.model.Ap5.1966	evm.TU.Ap5.1966
evm.model.Ap5.1967	evm.TU.Ap5.1967
evm.model.Ap5.1869	evm.TU.Ap5.1869
evm.model.Ap5.1868	evm.TU.Ap5.1868
evm.model.Ap5.2612	evm.TU.Ap5.2612
evm.model.Ap5.2611	evm.TU.Ap5.2611
evm.model.Ap5.2615	evm.TU.Ap5.2615
evm.model.Ap5.2614	evm.TU.Ap5.2614
evm.model.Ap5.1568	evm.TU.Ap5.1568
evm.model.Ap5.1569	evm.TU.Ap5.1569
evm.model.Ap5.1564	evm.TU.Ap5.1564
evm.model.Ap5.1565	evm.TU.Ap5.1565
evm.model.Ap5.1566	evm.TU.Ap5.1566
evm.model.Ap5.1567	evm.TU.Ap5.1567
evm.model.Ap5.1560	evm.TU.Ap5.1560
evm.model.Ap5.1561	evm.TU.Ap5.1561
evm.model.Ap5.1562	evm.TU.Ap5.1562
evm.model.Ap5.1563	evm.TU.Ap5.1563
evm.model.Ap5.730	evm.TU.Ap5.730
evm.model.Ap5.732	evm.TU.Ap5.732
evm.model.Ap5.1388	evm.TU.Ap5.1388
evm.model.Ap5.1389	evm.TU.Ap5.1389
evm.model.Ap5.1380	evm.TU.Ap5.1380
evm.model.Ap5.1382	evm.TU.Ap5.1382
evm.model.Ap5.1383	evm.TU.Ap5.1383
evm.model.Ap5.1384	evm.TU.Ap5.1384
evm.model.Ap5.1385	evm.TU.Ap5.1385
evm.model.Ap5.1386	evm.TU.Ap5.1386
evm.model.Ap5.1387	evm.TU.Ap5.1387
evm.model.Ap5.735	evm.TU.Ap5.735
evm.model.Ap5.734	evm.TU.Ap5.734
evm.model.Ap5.737	evm.TU.Ap5.737
evm.model.Ap5.731	evm.TU.Ap5.731
evm.model.Ap5.733	evm.TU.Ap5.733
evm.model.Ap5.2064	evm.TU.Ap5.2064
evm.model.Ap5.2065	evm.TU.Ap5.2065
evm.model.Ap5.2066	evm.TU.Ap5.2066
evm.model.Ap5.2067	evm.TU.Ap5.2067
evm.model.Ap5.2060	evm.TU.Ap5.2060
evm.model.Ap5.2061	evm.TU.Ap5.2061
evm.model.Ap5.2062	evm.TU.Ap5.2062
evm.model.Ap5.2063.1.5f15e624	evm.TU.Ap5.2063.1.5f15e624
evm.model.Ap5.2063	evm.TU.Ap5.2063
evm.model.Ap5.827	evm.TU.Ap5.827
evm.model.Ap5.815	evm.TU.Ap5.815
evm.model.Ap5.810	evm.TU.Ap5.810
evm.model.Ap5.811	evm.TU.Ap5.811
evm.model.Ap5.196	evm.TU.Ap5.196
evm.model.Ap5.698	evm.TU.Ap5.698
evm.model.Ap5.699	evm.TU.Ap5.699
evm.model.Ap5.696	evm.TU.Ap5.696
evm.model.Ap5.697	evm.TU.Ap5.697
evm.model.Ap5.694	evm.TU.Ap5.694
evm.model.Ap5.692.1.5f15e3ae	evm.TU.Ap5.692.1.5f15e3ae
evm.model.Ap5.692	evm.TU.Ap5.692
evm.model.Ap5.693	evm.TU.Ap5.693
evm.model.Ap5.690	evm.TU.Ap5.690
evm.model.Ap5.691	evm.TU.Ap5.691
evm.model.Ap5.691.1.5f15e3ad	evm.TU.Ap5.691.1.5f15e3ad
evm.model.Ap5.348	evm.TU.Ap5.348
evm.model.Ap5.349	evm.TU.Ap5.349
evm.model.Ap5.340	evm.TU.Ap5.340
evm.model.Ap5.341	evm.TU.Ap5.341
evm.model.Ap5.342	evm.TU.Ap5.342
